医药机构ID,原定点医疗机构ID,机构名称,机构地址,机构类型,医院等级,医保基金使用等级,归属区划,定点标志,有效标志
"D45D09EB9E2B04F2E053C0A884B57C68","6601","苏州优康药房有限公司金典花园分店","苏州吴中经济开发区郭巷街道金典花园10幢102、103、104、105室","药店","无等级","一级及以下","吴中区","1","1"
"D45D09EB9E2D04F2E053C0A884B57C68","6605","苏州珍德堂药房有限公司","苏州吴中经济开发区城南街道小石湖路8号111、112室","药店","无等级","一级及以下","吴中区","1","1"
"D45D09EB9E2F04F2E053C0A884B57C68","6501","江苏海王星辰健康药房连锁有限公司苏州领峰店","苏州市吴中区木渎镇领峰商务广场四期1号楼地上第1层112、113单元","药店","无等级","一级及以下","吴中区","1","1"
"D45D09EB9B8D04F2E053C0A884B57C68","5553","苏州市相城区黄埭镇向阳药店有限公司","苏州市相城区黄埭镇裴于村陈大房小区","药店","无等级","一级及以下","相城区","1","1"
"D45D09EB9B8F04F2E053C0A884B57C68","5559","苏州粤海永熙堂医药连锁有限公司佳康店","苏州市相城区元和街道聚贤路551号101室","药店","无等级","一级及以下","相城区","1","1"
"D45D09EB9B9004F2E053C0A884B57C68","5558","苏州星诚医药连锁总店御窑店","苏州相城区元和街道御窑路66号","药店","无等级","一级及以下","相城区","1","1"
"D45D09EB9B9104F2E053C0A884B57C68","5555","苏州市相城区黄桥礼全医药有限公司","苏州相城区黄桥街道苏埭路43号（原东街61号振龙科技外北侧37、38号门面房）","药店","无等级","一级及以下","相城区","1","1"
"D45D09EB9D4204F2E053C0A884B57C68","6482","江苏安心堂药房有限公司苏州第二十二分店","苏州吴中经济开发红庄新村四区127号","药店","无等级","一级及以下","吴中区","1","1"
"D45D09EB9D4A04F2E053C0A884B57C68","6427","江苏海王星辰健康药房连锁有限公司苏州彩香店","苏州市姑苏区彩香新村二区29幢9室、10室、11室","药店","无等级","一级及以下","姑苏区","1","1"
"D45D09EB9D4B04F2E053C0A884B57C68","4447","苏州工业园区星澄王丽娜口腔诊所","苏州工业园区苏州大道东456号商场6层06006","诊所","无等级","一级及以下","工业园区","1","1"
"D45D09EB9D4C04F2E053C0A884B57C68","4048","姑苏区顾俊口腔诊所","剪金桥巷78号（干将路口）","诊所","无等级","一级及以下","姑苏区","1","1"
"D45D09EB9D4F04F2E053C0A884B57C68","6780","苏州民健医药连锁有限公司金润家店","苏州市吴中区木渎镇新华路76号一层、78号一层","药店","无等级","一级及以下","吴中区","1","1"
"D45D09EB9D5104F2E053C0A884B57C68","6779","苏州九盛健康药房有限公司吴中万达分公司","苏州市吴中区石湖西路188号负一楼永辉超市部分场地","药店","无等级","一级及以下","吴中区","1","1"
"D45D09EB9D5304F2E053C0A884B57C68","6784","江苏安心堂药房有限公司苏州第一百一十八分店","苏州市相城区高铁新城南天成路111号圆融新生活广场6幢104室","药店","无等级","一级及以下","相城区","1","1"
"D45D09EB9D5404F2E053C0A884B57C68","6232","苏州联诚药房有限公司城南分公司","苏州吴中经济开发区郭巷街道美澜花园15幢112室、113室","药店","无等级","一级及以下","吴中区","1","1"
"D45D09EB9D5604F2E053C0A884B57C68","6391","苏州健生源医药连锁有限公司马盛药品大卖场","苏州高新区镇湖镇绣品街361号","药店","无等级","一级及以下","高新区","1","1"
"D45D09EB9D5804F2E053C0A884B57C68","6375","华润苏州礼安医药连锁总店有限公司第十六医药商店","苏州高新区何山路134号","药店","无等级","一级及以下","高新区","1","1"
"D45D09EB9D5904F2E053C0A884B57C68","6609","江苏安心堂药房有限公司苏州第六十六分店","苏州市相城区元和街道建元路1635号春天花园15幢006号","药店","无等级","一级及以下","相城区","1","1"
"D45D09EB9D5C04F2E053C0A884B57C68","6558","苏州民健医药连锁有限公司越溪店","苏州吴中经济开发区越溪街道吴中大道1109号13幢122号","药店","无等级","一级及以下","吴中区","1","1"
"D45D09EB9D5D04F2E053C0A884B57C68","4333","苏州天平门诊部","苏州市吴中区木渎镇中山东路10号","诊所","无等级","一级及以下","吴中区","1","1"
"D45D09EB9D5F04F2E053C0A884B57C68","6680","江苏海王星辰健康药房连锁有限公司苏州九华路店","苏州工业园区九华路138号","药店","无等级","一级及以下","工业园区","1","1"
"D45D09EB9D6104F2E053C0A884B57C68","6495","江苏海王星辰健康药房连锁有限公司苏州郭北店","苏州市吴中区吴中区木渎镇胥江城市花园2幢104室","药店","无等级","一级及以下","吴中区","1","1"
"D45D09EB9D6404F2E053C0A884B57C68","4406","苏州姑苏复美摩尔口腔诊所","苏州市姑苏区广济北路788号A-1-7、A-1-8、A-2-3、A-2-4","诊所","无等级","一级及以下","姑苏区","1","1"
"D45D09EB9E3004F2E053C0A884B57C68","6432","江苏海王星辰健康药房连锁有限公司苏州永林新村店","苏州市日规路1号东首起第5、6间","药店","无等级","一级及以下","姑苏区","1","1"
"D45D09EB9E3204F2E053C0A884B57C68","4486","苏州市姑苏区苏锦街道苏锦社区卫生服务站","苏州市姑苏区广济北路388号5楼","诊所","无等级","一级及以下","姑苏区","1","1"
"D45D09EB9E3404F2E053C0A884B57C68","6915","苏州程氏大药房有限公司湘城一店","苏州市相城区阳澄湖镇湘陆路2号102室","药店","无等级","一级及以下","相城区","1","1"
"D45D09EB9E3504F2E053C0A884B57C68","6933","苏州千佳悦药房有限公司","苏州工业园区娄葑街道泾园北社区居民委员会综合办公楼泾园二村倪庄物业楼1楼","药店","无等级","一级及以下","工业园区","1","1"
"D45D09EB9E3704F2E053C0A884B57C68","6932","江苏安心堂药房有限公司苏州第一百一十六分店","苏州市相城区水漾花城花苑会所14栋14-8、14-9","药店","无等级","一级及以下","相城区","1","1"
"D45D09EB9E3904F2E053C0A884B57C68","6699","苏州开开心心大药房连锁有限公司园区葑辉店","苏州工业园区葑亭大道599号金锦苑19幢103室、106室","药店","无等级","一级及以下","工业园区","1","1"
"D45D09EB9E3C04F2E053C0A884B57C68","6448","苏州民健医药连锁有限公司临顿路店","苏州市姑苏区白塔东路216-222号（216号）","药店","无等级","一级及以下","姑苏区","1","1"
"D45D09EB9E4104F2E053C0A884B57C68","6654","苏州市恒昌药房有限公司","苏州市相城区元和街道安元路南，金砖路东（元联邻里广场商业楼1楼铺位101号）","药店","无等级","一级及以下","相城区","1","1"
"D45D09EB9E4204F2E053C0A884B57C68","6537","苏州健芝堂大药房有限公司","苏州市吴中区临湖镇中安路270号","药店","无等级","一级及以下","吴中区","1","1"
"D45D09EB9E4504F2E053C0A884B57C68","4453","苏州工业园区祺中堂中医诊所","苏州工业园区星湖街833号荣域花园商业1幢865室商铺（部分）","诊所","无等级","一级及以下","工业园区","1","1"
"D45D09EB9E4804F2E053C0A884B57C68","5006","华润苏州礼安医药连锁总店有限公司第六医药商店","苏州工业园区星湖街178号湖东大厦Z113-3室","药店","无等级","一级及以下","工业园区","1","1"
"D45D09EB9E4904F2E053C0A884B57C68","5015","华润苏州礼安医药连锁总店有限公司第十五医药商店","苏州市广济路236号","药店","无等级","一级及以下","姑苏区","1","1"
"D45D09EB9E4B04F2E053C0A884B57C68","5033","华润苏州礼安医药连锁总店有限公司第三十三医药商店","苏州工业园区邻里中心师惠大厦一层","药店","无等级","一级及以下","工业园区","1","1"
"D45D09EB9E4C04F2E053C0A884B57C68","5038","华润苏州礼安医药连锁总店有限公司第三十八医药商店","苏州市吴中区木渎镇谢村路269号惠润金峰邻里中心一层F134室","药店","无等级","一级及以下","吴中区","1","1"
"D45D09EB9E4D04F2E053C0A884B57C68","5204","苏州市新生堂药店有限公司","苏州市浒墅关镇浒新街经贸大楼","药店","无等级","一级及以下","高新区","1","1"
"D45D09EB9E4E04F2E053C0A884B57C68","5222","苏州市粤海大药房有限公司","苏州市施相公弄38-52号","药店","无等级","一级及以下","姑苏区","1","1"
"D45D09EB9E5004F2E053C0A884B57C68","6050","苏州工业园区健康元素大药房有限公司","苏州工业园区九华路65号景城邻里中心B119室","药店","无等级","一级及以下","工业园区","1","1"
"D45D09EB9E5604F2E053C0A884B57C68","6181","苏州寿益康大药房有限公司","苏州吴中经济开发区郭巷街道吴东路1339号","药店","无等级","一级及以下","吴中区","1","1"
"D45D09EB9E5A04F2E053C0A884B57C68","6610","江苏安心堂药房有限公司苏州第六十七分店","苏州市相城区渭塘镇苏渭路50号143-144室","药店","无等级","一级及以下","相城区","1","1"
"D45D09EB9E5B04F2E053C0A884B57C68","4986","苏州市姑苏区虎丘街道虎阜社区卫生服务站","苏州市姑苏区虎阜花园西区83幢110、111室","诊所","无等级","一级及以下","姑苏区","1","1"
"D45D09EB9E5D04F2E053C0A884B57C68","4997","苏州工业园区荣华会口腔诊所","苏州工业园区融安街18号晋合360生活广场5幢305-2商铺","诊所","无等级","一级及以下","工业园区","1","1"
"D45D09EB9E5E04F2E053C0A884B57C68","4492","苏州姑苏茗医堂中医诊所","姑苏区金筑街352号-101","诊所","无等级","一级及以下","姑苏区","1","1"
"D45D09EB9E5F04F2E053C0A884B57C68","6924","苏州国泽堂大药房连锁有限公司康尔店","苏州市吴中区胥口镇藏书藏南村（茅蓬路与石中路口）","药店","无等级","一级及以下","吴中区","1","1"
"D45D09EB9E6204F2E053C0A884B57C68","5817","苏州健生源医药连锁有限公司吴中区横泾北街药店","苏州市吴中经济开发区横泾街道木东路7481号","药店","无等级","一级及以下","吴中区","1","1"
"D45D09EB9E6504F2E053C0A884B57C68","6273","江苏百佳惠瑞丰医药连锁有限公司苏州横泾店","苏州市吴中区横泾街道东市路46号","药店","无等级","一级及以下","吴中区","1","1"
"D45D09EB9E6704F2E053C0A884B57C68","6265","苏州一百健康药房有限公司","苏州市吴中区长桥街道苏蠡路西侧235号","药店","无等级","一级及以下","吴中区","1","1"
"D45D09EB9E6A04F2E053C0A884B57C68","6628","苏州丹芝堂药房有限公司庄基店","苏州市相城区北桥街道庄基村吴开路吴江大润发超市一楼1号（原银海酒店）","药店","无等级","一级及以下","相城区","1","1"
"D45D09EB9E6B04F2E053C0A884B57C68","6506","江苏海王星辰健康药房连锁有限公司苏州苏蠡店","苏州市吴中区南厍路116号大宁长桥分店1F楼CQ004、CQ005号商铺","药店","无等级","一级及以下","吴中区","1","1"
"D45D09EB9E6E04F2E053C0A884B57C68","6496","江苏海王星辰健康药房连锁有限公司苏州国香园店","苏州市吴中区郭巷街道郭新西路140号","药店","无等级","一级及以下","吴中区","1","1"
"D45D09EB9E6F04F2E053C0A884B57C68","4459","苏州工业园区蓝罗中医诊所","苏州工业园区九华路19号12幢112室、114室","诊所","无等级","一级及以下","工业园区","1","1"
"D45D09EB9E7104F2E053C0A884B57C68","5279","苏州工业园区生生堂药房有限公司","苏州工业园区车坊普惠路689号淞泽家园三区商业门面房","药店","无等级","一级及以下","工业园区","1","1"
"D45D09EB9E7304F2E053C0A884B57C68","5486","苏州高氏药房有限公司","苏州市吴中经济开发区新盛花园14幢105室","药店","无等级","一级及以下","吴中区","1","1"
"D45D09EB9E7404F2E053C0A884B57C68","5534","苏州百善堂药业有限公司","相城区元和街道蠡口国际家具城A20-1","药店","无等级","一级及以下","相城区","1","1"
"D45D09EB9E7804F2E053C0A884B57C68","6345","苏州星诚医药连锁总店星汇店","苏州市相城区黄埭镇中市路69号-1","药店","无等级","一级及以下","相城区","1","1"
"D45D09EB9E7904F2E053C0A884B57C68","6288","苏州星诚医药连锁总店星瑞店","苏州市相城区望亭镇望亭大街1号","药店","无等级","一级及以下","相城区","1","1"
"D45D09EB9E7C04F2E053C0A884B57C68","6716","苏州市采芝灵药房连锁有限公司沈浒店","苏州工业园区沈浒路588号新未来花园32幢108室","药店","无等级","一级及以下","工业园区","1","1"
"D45D09EB9A9B04F2E053C0A884B57C68","4775","苏州市吴中高新区苏蠡天怡社区卫生服务站","苏州市吴中区友新路46号（天怡社区内）","诊所","无等级","一级及以下","吴中区","1","1"
"D45D09EB9A9C04F2E053C0A884B57C68","4777","苏州市吴中区东山镇渡口社区卫生服务站","苏州市吴中区东山镇渡口村摆渡口东河头","诊所","无等级","一级及以下","吴中区","1","1"
"D45D09EB9A9D04F2E053C0A884B57C68","4778","苏州市吴中区横泾街道长远社区卫生服务站","苏州市吴中区横泾街道尧太湖4号桥堍","诊所","无等级","一级及以下","吴中区","1","1"
"D45D09EB9A9E04F2E053C0A884B57C68","4779","苏州市吴中区横泾街道上巷社区卫生服务站","苏州市吴中区横泾街道木东路7577号","诊所","无等级","一级及以下","吴中区","1","1"
"D45D09EB9A9F04F2E053C0A884B57C68","4780","苏州市吴中区甪直镇前港社区卫生服务站","苏州市吴中区甪直镇前港社区村委员会内","诊所","无等级","一级及以下","吴中区","1","1"
"D45D09EB9AA004F2E053C0A884B57C68","5010","华润苏州礼安医药连锁总店有限公司第十医药商店","苏州市苏站路568号","药店","无等级","一级及以下","姑苏区","1","1"
"D45D09EB9AA104F2E053C0A884B57C68","5046","华润苏州礼安医药连锁总店有限公司新特药大厦店","苏州市临顿路83号","药店","无等级","一级及以下","姑苏区","1","1"
"D45D09EB9AA404F2E053C0A884B57C68","5090","华润苏州礼安医药连锁总店有限公司第五十医药商店","苏州市吴中区郭巷街道环湖路1288号翡丽湾花园20号121、122室","药店","无等级","一级及以下","吴中区","1","1"
"D45D09EB9AA504F2E053C0A884B57C68","5124","苏州雷允上国药连锁总店有限公司甪直药店","苏州市吴中区甪直镇晓南路196号108号","药店","无等级","一级及以下","吴中区","1","1"
"D45D09EB9AAA04F2E053C0A884B57C68","5487","苏州新佳药房有限公司","苏州市吴中经济开发区城南街道东湖后村港北小区138号（原17号）","药店","无等级","一级及以下","吴中区","1","1"
"D45D09EB9AAD04F2E053C0A884B57C68","5490","苏州德善堂药房有限公司","苏州市吴中区木渎镇中山东路42号","药店","无等级","一级及以下","吴中区","1","1"
"D45D09EB9AAE04F2E053C0A884B57C68","5491","苏州市苏仁堂药房有限公司","苏州市吴中区郭巷街道郭新西路108号","药店","无等级","一级及以下","吴中区","1","1"
"D45D09EB9AB104F2E053C0A884B57C68","5495","苏州市吴中区东山聚草堂药店有限公司","苏州吴中经济开发区枫津南路18号苏报南都广场商业群楼1-123号","药店","无等级","一级及以下","吴中区","1","1"
"D45D09EB9AB504F2E053C0A884B57C68","5500","江苏百佳惠瑞丰大药房连锁有限公司苏州越溪店","苏州市吴中经济开发区越溪街道吴山新街西侧东7号","药店","无等级","一级及以下","吴中区","1","1"
"D45D09EB9B7804F2E053C0A884B57C68","4862","相城区黄桥街道荷馨苑社区卫生服务站","相城区黄桥街道荷馨苑社区","诊所","无等级","一级及以下","相城区","1","1"
"D45D09EB9B7904F2E053C0A884B57C68","4863","相城区黄桥街道木巷社区卫生服务站","黄桥镇木巷村","诊所","无等级","一级及以下","相城区","1","1"
"D45D09EB9B7A04F2E053C0A884B57C68","4865","相城区望亭镇堰头社区卫生服务站","相城区望亭镇堰头村","诊所","无等级","一级及以下","相城区","1","1"
"D45D09EB9B7B04F2E053C0A884B57C68","4866","相城区望亭镇宅基社区卫生服务站","相城区望亭镇宅基村","诊所","无等级","一级及以下","相城区","1","1"
"D45D09EB9B7C04F2E053C0A884B57C68","4867","相城区望亭镇新埂社区卫生服务站","相城区望亭镇新埂社区","诊所","无等级","一级及以下","相城区","1","1"
"D45D09EB9B7D04F2E053C0A884B57C68","4868","相城区望亭镇鹤溪社区卫生服务站","相城区望亭镇马驿路161号","诊所","无等级","一级及以下","相城区","1","1"
"D45D09EB9B7E04F2E053C0A884B57C68","4869","相城区望亭镇何家角社区卫生服务站","相城区望亭镇何家角村","诊所","无等级","一级及以下","相城区","1","1"
"D45D09EB9B7F04F2E053C0A884B57C68","4873","相城区黄埭镇三埂社区卫生服务站","相城区黄埭镇三埂村","诊所","无等级","一级及以下","相城区","1","1"
"D45D09EB9B8004F2E053C0A884B57C68","4875","相城区黄埭镇胡桥社区卫生服务站","相城区黄埭镇胡桥村","诊所","无等级","一级及以下","相城区","1","1"
"D45D09EB9B8204F2E053C0A884B57C68","4877","相城区黄埭镇旺庄社区卫生服务站","相城区黄埭镇旺庄村","诊所","无等级","一级及以下","相城区","1","1"
"D45D09EB9B8404F2E053C0A884B57C68","5563","苏州市百顺药房有限公司东桥药店","苏州相城经济技术开发区漕湖街道瑜翠花园3幢商业18","药店","无等级","一级及以下","相城区","1","1"
"D45D09EB9B8604F2E053C0A884B57C68","5539","苏州市森健药房有限公司","苏州市相城区元和街道峰汇园一区5幢104室","药店","无等级","一级及以下","相城区","1","1"
"D45D09EB9B8704F2E053C0A884B57C68","5584","苏州草丰堂医药有限公司","苏州市相城区北桥镇洋泾头路18号5幢12号和13号","药店","无等级","一级及以下","相城区","1","1"
"D45D09EBA00D04F2E053C0A884B57C68","6829","苏州星诚医药连锁总店星亭店","苏州市相城区望亭镇望亭商业广场1幢106室","药店","无等级","一级及以下","相城区","1","1"
"D45D09EBA00E04F2E053C0A884B57C68","6833","苏州雷允上国药连锁总店有限公司邓尉药店","苏州高新区滨河花苑6幢110室、6幢210室","药店","无等级","一级及以下","高新区","1","1"
"D45D09EBA01204F2E053C0A884B57C68","6858","苏州国慈药店有限公司","苏州高新区漓江路1号苏州科技城医院负一层房屋4号店铺","药店","无等级","一级及以下","高新区","1","1"
"D45D09EBA01304F2E053C0A884B57C68","4481","苏州相城晴美口腔诊所","苏州市相城区黄埭镇东桥长康路39号","诊所","无等级","一级及以下","相城区","1","1"
"D45D09EBA01704F2E053C0A884B57C68","6906","苏州健生源医药连锁有限公司姑苏区悦诚药店","苏州市姑苏区莲升路777号平江天地商业中心8幢101室1层L1-33号","药店","无等级","一级及以下","姑苏区","1","1"
"D45D09EBA01804F2E053C0A884B57C68","6037","苏州民健医药连锁有限公司通安店","苏州高新区通安石塘路18号盛安商业广场万客隆超市01-02号","药店","无等级","一级及以下","高新区","1","1"
"D45D09EBA01A04F2E053C0A884B57C68","6722","苏州粤海永熙堂医药连锁有限公司第五分店","苏州工业园区沈浒路588号新未来花园65商幢101室","药店","无等级","一级及以下","工业园区","1","1"
"D45D09EBA01D04F2E053C0A884B57C68","6400","苏州全亿健康药房连锁有限公司新创竹园店","苏州高新区竹园路189号2幢103-104室","药店","无等级","一级及以下","高新区","1","1"
"D45D09EBA01F04F2E053C0A884B57C68","6560","苏州全和堂大药房有限公司","苏州市吴中区临湖镇联东路南侧","药店","无等级","一级及以下","吴中区","1","1"
"D45D09EBA02104F2E053C0A884B57C68","6756","苏州市葆宁医药商店","苏州市金门路508号108室","药店","无等级","一级及以下","姑苏区","1","1"
"D45D09EBA02304F2E053C0A884B57C68","6788","苏州程氏大药房有限公司黄埭店","苏州市相城区黄埭镇青龙村青龙路74号","药店","无等级","一级及以下","相城区","1","1"
"D45D09EBA02504F2E053C0A884B57C68","6805","江苏海王星辰健康药房连锁有限公司苏州万科玲珑店","苏州工业园区玲珑街1号玲珑湾花园46幢便民店4室","药店","无等级","一级及以下","工业园区","1","1"
"D45D09EB9F7004F2E053C0A884B57C68","4464","姑苏区沈晴口腔诊所","苏州市迎春路386号","诊所","无等级","一级及以下","姑苏区","1","1"
"D45D09EB9F7204F2E053C0A884B57C68","4991","苏州市相城区元和街道依云水岸社区卫生服务站","苏州市相城区阳澄湖东路102号","诊所","无等级","一级及以下","相城区","1","1"
"D45D09EB9F7304F2E053C0A884B57C68","4989","苏州市相城区元和街道水韵花都社区卫生服务站","苏州市相城区元和街道文灵路与聚茂路交界处","诊所","无等级","一级及以下","相城区","1","1"
"D45D09EB9F7404F2E053C0A884B57C68","6439","苏州工业园区惠丰堂药店","苏州市梅花新村42幢底","药店","无等级","一级及以下","姑苏区","1","1"
"D45D09EB9F7504F2E053C0A884B57C68","6641","苏州开开心心大药房连锁有限公司相城区望城店","苏州市相城区望亭镇望亭大街30号、32号102室","药店","无等级","一级及以下","相城区","1","1"
"D45D09EB9F7804F2E053C0A884B57C68","6444","苏州健生源医药连锁有限公司姑苏区糖坊湾药店","苏州市东环路1858号1幢101室","药店","无等级","一级及以下","姑苏区","1","1"
"D45D09EB9F7C04F2E053C0A884B57C68","6399","苏州民健医药连锁有限公司阳山店","苏州高新区浒关分区建林路801号2幢11室","药店","无等级","一级及以下","高新区","1","1"
"D45D09EB9F7D04F2E053C0A884B57C68","6458","苏州市哈特药房有限公司","苏州市三香路193号","药店","无等级","一级及以下","姑苏区","1","1"
"D45D09EB9F7F04F2E053C0A884B57C68","4529","苏州金塘诊所","苏州金塘新村1村8幢底楼","诊所","无等级","一级及以下","姑苏区","1","1"
"D45D09EB9F8104F2E053C0A884B57C68","5441","江苏百佳惠苏禾大药房连锁有限公司姜庄店","苏州市吴中区郭巷姜庄路388号","药店","无等级","一级及以下","吴中区","1","1"
"D45D09EB9F8304F2E053C0A884B57C68","4704","苏州市吴中高新区天枫苑社区卫生服务站","苏州市吴中区长桥街道天枫苑东区","诊所","无等级","一级及以下","吴中区","1","1"
"D45D09EB9D6704F2E053C0A884B57C68","6080","苏州工业园区仁益堂药店有限公司","苏州工业园区唯亭金陵西路388号01幢109室","药店","无等级","一级及以下","工业园区","1","1"
"D45D09EB9D6A04F2E053C0A884B57C68","6185","苏州国泽堂大药房连锁有限公司光福店","苏州市吴中区光福镇邓尉中路77号","药店","无等级","一级及以下","吴中区","1","1"
"D45D09EB9D6B04F2E053C0A884B57C68","6309","苏州珍生堂药房有限公司","苏州市相城区北桥街道成美新村114室","药店","无等级","一级及以下","相城区","1","1"
"D45D09EB9D6E04F2E053C0A884B57C68","6293","苏州市相城区顾家药店有限公司","苏州市相城区黄埭镇长泾村方桥南路（长泾商业街3号、4号）","药店","无等级","一级及以下","相城区","1","1"
"D45D09EB9D6F04F2E053C0A884B57C68","6793","苏州山禾堂药房有限公司","苏州市相城区经济开发区蠡塘河路168号花海家园2幢110.111室","药店","无等级","一级及以下","相城区","1","1"
"D45D09EB9D7004F2E053C0A884B57C68","6768","江苏安心堂药房有限公司苏州第一百二十分店","木渎镇中山东路23-10号","药店","无等级","一级及以下","吴中区","1","1"
"D45D09EB9D7404F2E053C0A884B57C68","4087","高新区浒关分区李思璐口腔诊所","苏州市高新区兴贤路588号","诊所","无等级","一级及以下","高新区","1","1"
"D45D09EB9D7504F2E053C0A884B57C68","6835","江苏海王星辰健康药房连锁有限公司苏州枫津店","苏州吴中经济开发区公交一村11幢107室","药店","无等级","一级及以下","吴中区","1","1"
"D45D09EB9D7604F2E053C0A884B57C68","6843","江苏嘉伦光彩大药房有限公司苏州聚民店","苏州市相城区黄埭镇长康社区聚民路9-10号","药店","无等级","一级及以下","相城区","1","1"
"D45D09EB9D7704F2E053C0A884B57C68","4465","苏州市姑苏区双塔街道大公园社区卫生服务站","苏州市姑苏区十梓街343号大公园社区服务中心4楼","诊所","无等级","一级及以下","姑苏区","1","1"
"D45D09EB9D7B04F2E053C0A884B57C68","6177","苏州市广源堂药房有限公司","苏州市苏站路688号鼎尚花园16幢104室","药店","无等级","一级及以下","姑苏区","1","1"
"D45D09EB9D7C04F2E053C0A884B57C68","6007","苏州高新区杏林药店有限公司","苏州高新区横塘金屋路134、136号","药店","无等级","一级及以下","高新区","1","1"
"D45D09EB9D8004F2E053C0A884B57C68","6715","苏州市采芝灵药房连锁有限公司蠡塘路店","苏州工业园区唯亭镇蠡塘路113号","药店","无等级","一级及以下","工业园区","1","1"
"D45D09EB9D8204F2E053C0A884B57C68","6890","苏州市采芝灵药房连锁有限公司扬东路店","苏州市工业园区扬东路277号新屹大厦东一层","药店","无等级","一级及以下","工业园区","1","1"
"D45D09EB9D8304F2E053C0A884B57C68","6864","苏州市瑞芝堂药房有限公司木渎西街分公司","苏州市吴中区木渎镇西街10号","药店","无等级","一级及以下","吴中区","1","1"
"D45D09EB9D8404F2E053C0A884B57C68","6888","苏州全亿健康药房连锁有限公司纳米园店","中国（苏州）自由贸易试验区苏州片区苏州工业园区星湖街218号B2楼109B单元","药店","无等级","一级及以下","工业园区","1","1"
"D45D09EB9D8504F2E053C0A884B57C68","4430","吴中区郭巷刘晓倩口腔诊所","苏州市吴中区郭巷街道国泰社区商贸路27号","诊所","无等级","一级及以下","吴中区","1","1"
"D45D09EB9D8904F2E053C0A884B57C68","6810","苏州苏城大药房有限公司三店","苏州工业园区联丰商业广场2幢2117室","药店","无等级","一级及以下","工业园区","1","1"
"D45D09EB9D8C04F2E053C0A884B57C68","6802","江苏海王星辰健康药房连锁有限公司苏州沈浒路店","苏州工业园区沈浒路588号新未来花园30幢107室一层","药店","无等级","一级及以下","工业园区","1","1"
"D45D09EB9D8D04F2E053C0A884B57C68","6800","江苏海王星辰健康药房连锁有限公司苏州湖畔店","苏州工业园区星港街东侧中天湖畔广场119号","药店","无等级","一级及以下","工业园区","1","1"
"D45D09EB9D9004F2E053C0A884B57C68","6003","苏州万年堂大药房有限公司新狮新苑店","苏州高新区新狮新苑62幢62幢03室","药店","无等级","一级及以下","高新区","1","1"
"D45D09EB9D9104F2E053C0A884B57C68","6085","苏州万年堂大药房有限公司胜浦店","苏州工业园区胜浦镇新胜路328号105、106室","药店","无等级","一级及以下","工业园区","1","1"
"D45D09EB9D9304F2E053C0A884B57C68","6142","苏州粤海永熙堂医药连锁有限公司苏福路分公司","苏州市姑苏区广济南路18号中盛艾美广场1013号","药店","无等级","一级及以下","姑苏区","1","1"
"D45D09EB9D9504F2E053C0A884B57C68","6289","苏州星诚医药连锁总店星旺店","苏州市相城区渭塘镇翡翠路商业街59号","药店","无等级","一级及以下","相城区","1","1"
"D45D09EB9D9804F2E053C0A884B57C68","6167","苏州康友药房有限公司","苏州市葑门路11号3幢-3","药店","无等级","一级及以下","姑苏区","1","1"
"D45D09EB9D9C04F2E053C0A884B57C68","4016","苏州高新区劲涛盲人医疗按摩所","苏州高新区浒墅关镇惠丰街35号1-22室","诊所","无等级","一级及以下","高新区","1","1"
"D45D09EB9D9E04F2E053C0A884B57C68","4052","苏州高新区晟欣齿科诊所","苏州高新区竹园路189号2幢109室","诊所","无等级","一级及以下","高新区","1","1"
"D45D09EB9DA004F2E053C0A884B57C68","4065","苏州相城望亭瑞美口腔诊所","苏州市相城区望亭镇牡丹路201号、203号","诊所","无等级","一级及以下","相城区","1","1"
"D45D09EB9DA504F2E053C0A884B57C68","6885","苏州美加康医药连锁有限公司中海店","苏州工业园区海悦花园一区5幢109室","药店","无等级","一级及以下","工业园区","1","1"
"D45D09EB9DA704F2E053C0A884B57C68","6131","苏州苏杭大药房有限公司平江店","苏州市城北东路988号万宝世纪商务广场3幢117、118、134、135室","药店","无等级","一级及以下","姑苏区","1","1"
"D45D09EB9DAA04F2E053C0A884B57C68","6355","苏州星诚医药连锁总店星瑶店","苏州相城经济技术开发区漕湖街道永昌泾花苑配套用房2号","药店","无等级","一级及以下","相城区","1","1"
"D45D09EB9F3904F2E053C0A884B57C68","5576","苏州思派大药房有限公司","苏州市相城区元和街道阳澄湖中路29号百汇商业广场2幢131室-136室149室-151室","药店","无等级","一级及以下","相城区","1","1"
"D45D09EB9F3A04F2E053C0A884B57C68","6903","江苏百佳惠瑞丰医药连锁有限公司苏锦店","苏州市姑苏区苏锦一村198幢（一楼商铺）","药店","无等级","一级及以下","姑苏区","1","1"
"D45D09EB9F3B04F2E053C0A884B57C68","6914","苏州益新健康药房有限公司","苏州市吴中区木渎镇拾锦香花园8幢104室","药店","无等级","一级及以下","吴中区","1","1"
"D45D09EB9F3C04F2E053C0A884B57C68","6904","苏州程氏大药房有限公司东园店","苏州市平江区白塔东路26号","药店","无等级","一级及以下","姑苏区","1","1"
"D45D09EB9F3D04F2E053C0A884B57C68","6395","苏州雷允上国药连锁总店有限公司东城药店","苏州高新区镇湖街道寺桥北街16号","药店","无等级","一级及以下","高新区","1","1"
"D45D09EB9F4104F2E053C0A884B57C68","4497","苏州吴中区雅诺口腔门诊部有限公司","苏州市吴中经济开发区越溪街道越湖路36号","诊所","无等级","一级及以下","吴中区","1","1"
